"","Dim1","Dim2","Dim3","Dim4","Dim5","Dim6","Dim7","Dim8","Dim9","Dim10","Dim11","Dim12","Dim13","Dim14","Dim15","Dim16","Dim17","Dim18","Dim19","Dim20","Dim21","Dim22"
"14",-25.6277213056179,-14.3330523375194,0.593214197691667,1.06589232357948,0.480739722704678,-8.09049299532276,-2.76565088214073,4.75386534145367,5.53448297558219,5.09763289918523,-0.423004837541058,-1.41745427016257,-3.55427471310749,8.15824528391142,-1.55981140281738,-9.69927859789092,4.05305299745041,-0.151078506073439,-2.32661129500541,3.63744154154737,5.33994923122733,-0.849229994637831
"15",-29.6422297962396,-17.4769339987113,3.99082320239385,1.6567989251007,-6.33360875426582,-5.89910326156144,-2.60452830632623,6.56983642443158,3.74037592868796,4.53577297220422,5.27483131586707,-2.67563543644139,-5.26835114801269,6.00660834140285,-3.35817271411589,-7.93866653513144,4.54209629026485,4.61759983435503,1.6713199743889,-0.5266783146669,3.97410576360753,-2.31686246736494
"16",-25.5219243291838,-11.2854896870341,2.32553874823041,2.49134836472445,-0.720744526334623,-5.51176679961182,-1.99870706449677,4.16300072849061,4.24173004017447,7.52991422355077,-0.253285257411179,-0.88831681831693,-2.63391567710914,3.02933306304504,-2.99904402485738,-8.32368050321883,7.6363390923177,-0.923974228317211,0.811747227559553,3.78167752138928,9.3561978844387,-3.56710387671373
"19",14.9712815303962,21.8799633317033,-0.186650795025916,-2.00613007833169,-15.6818469655932,-2.20202597216754,-3.56635635735203,-2.41319081487913,-3.66188140729286,0.37810574846847,-2.40236181823005,-0.52933135652395,2.25188316140547,3.17723675375003,5.86715862098646,1.23129011259147,3.14168793370851,0.880158526513769,-11.6204770853012,-0.582568074372243,2.43770110970561,-5.96149523536682
"20",22.6681721772134,14.852284129868,2.89149649678539,1.75978357134993,-6.57269151923964,-11.313874052309,4.60570422057642,-0.0146237691964541,-3.68783828671311,-9.5329718569726,-5.38196285208235,-1.5363441522546,-3.2391756286632,3.02126770082038,-0.669833743441238,-2.16329555284887,4.60217389061261,-3.03523876869584,-4.36422544978848,0.530311573822351,-1.42350570749188,-2.51477058821787
"21",19.1590080879614,14.6467971068117,-0.753484044488055,1.8454081125252,-9.83817720074466,-9.41269393279712,6.52698738062732,-2.4188572229937,0.0658579150305546,-7.74528349777026,-3.64517842728049,-0.793250881269179,1.24520780976727,3.98120617990033,1.63805683666978,0.399271438560632,-1.51100019119212,-1.80272580545467,-6.06670848594628,3.01065218896136,1.4462934093266,-2.29201908317209
"22",19.6223272503054,14.9324554101391,-1.802129959802,1.70088273830853,-9.49008957387161,-6.40710389566202,6.09077334281577,-2.44489952882889,-0.838156166779317,-9.12440134885178,-4.52017930351597,1.07962601750281,3.1356088606025,4.6279983151011,-1.23891491100244,-0.202928062208746,1.40239963896622,-0.0389059205252618,-4.7862587423579,1.52875200512595,-1.20704296800173,-0.289906807505243
"23",15.1622771657366,22.6579362156762,-1.11479577994904,-2.20081192696371,-15.9130349151358,0.419331597947685,-3.83380177338683,-1.92695276388107,-3.43217422207007,-0.496967987056516,-2.42435351991522,-0.0704839052021923,3.08557605007428,3.58525539115947,4.63098517927056,1.18578876835075,5.78756558268558,1.5656984905294,-11.3548165529125,-0.722917159218784,3.60516861660321,-4.61299006015779
"24",16.888957487921,3.24686925121315,-6.53810195242973,-0.984081322716267,-9.02222749639423,-1.02016758470274,10.4589510151716,-5.75226872088041,9.17768074764343,-9.90073356023887,-5.00303169433788,-1.429221809972,11.0648137421799,8.02430704041067,6.5282376168474,0.28354134931381,-0.829391183779916,4.84778771318307,1.97213860016335,-0.751367833762351,1.02484294865192,-0.898899630529291
"25",15.667351434624,16.0280213695359,0.00315899743938284,-1.84056841543238,-10.3805121870634,-2.37208470138691,1.68911864904164,-4.50051520309852,1.77097991369723,-5.0138478947626,-3.12761856887236,-0.113159977887524,1.32870821200274,2.68493678155051,-0.154357425289483,1.64580163421652,1.50060635316907,-0.544237758356595,-7.93406184925527,1.12045394931769,-2.41336947586821,0.212164914965759
"26",15.5725496410136,20.4164002216121,2.49932731923447,-1.39799992059377,-10.9538857245772,-9.9341216067006,-3.22632748488902,-1.89675672509958,0.039163197012397,-4.38117979140837,-3.4446861404264,0.255184188437062,2.3707473882002,5.69937172861606,0.0855359420540768,-2.12501361042271,3.84030840422937,-1.39887067852046,-6.05907995934593,0.148356441515362,2.9472908970589,-3.07545811445477
"27",15.9253166345538,18.7169494437532,3.87012415571842,-1.09856413371065,-13.6137724332286,-5.5146840366734,1.08971429772318,-6.24631233202254,-1.02755948724126,-6.22783780282174,-4.41920531101789,1.90567799327915,2.42829502168389,3.89437059082136,0.988683231881383,-0.489072621499846,4.27150718151416,1.38232188215339,-4.12987027472827,0.806441599992874,1.78499185807548,-1.73781072394748
"28",19.413641965647,13.0717674978306,-0.825212908383946,3.08734233297152,-8.84191103768862,-9.48410236539533,7.9599794065572,-2.34880628733775,1.5017616894704,-11.8946621013542,-5.64510046544062,0.191161801232444,1.33399558337069,5.11751562387384,1.29612416676741,1.07628115586415,-0.762600218264424,-0.915453423960994,-5.53851956807791,0.820559122331094,-0.739316056584399,-1.93812781803638
"30",19.6922845415885,9.66330860382662,-5.04902296734496,-1.20169003535007,-6.43790766753782,-6.08091865503637,9.92318994645087,-5.89463739707844,3.7076113722405,-10.4268276134971,-3.43549042692973,-2.20075387638538,7.11530218502813,7.37814505667512,6.21092740899233,1.07700134613256,-2.01691838110452,0.861213201995284,-0.0170432126867117,0.592707565537949,0.941247370907277,1.71958667237353
"31",19.1467841966183,9.99502024563779,-5.07119516644944,-0.777006776545134,-6.68162152674285,-6.68236911387053,9.95340511505215,-5.49817458748168,2.90986466237854,-10.568036104932,-3.71255540650641,-3.55542083558391,6.62921352784127,6.38326109976758,6.10527389450367,1.34433178071249,-1.91534396368819,0.774132372323142,-0.926861107913917,0.407955110278682,0.699028111515339,0.520671879760651
"32",19.403811582924,16.772243425348,0.811547680116748,-2.18434395613483,-14.2010499724723,-5.29319582901305,-0.194976620000787,-4.9248426085444,-4.97201376094224,-6.21806842203098,-4.62177798524011,1.08518693594999,1.03262329070185,5.85771460570152,1.85939861702074,0.854884492278879,4.20047153561233,1.28170613676271,-9.64921271556553,1.09118381571898,4.01300225225466,-0.640106423856805
"33",6.76141227853505,-7.81017128503831,-6.8535734483067,-4.81911490683789,6.78472940323773,4.46788957699219,-1.27123460597586,1.21682274249296,-3.0615087481058,1.49688352238583,0.958215168900018,3.90896962822212,-1.61580423202652,-1.62226658830873,-3.85385864008419,1.01828161039443,-1.90980845055034,-0.602360896000742,0.935298985573225,4.19984898272242,-5.23774516803717,1.76058360772895
"34",9.6723566101815,-7.27584516862623,-4.89464877717951,-3.8596395422572,0.753865957782825,4.66894454664365,-2.91769326893759,-1.65692285803885,1.27413571002342,-3.4478379777967,5.38774305246486,1.28184390174072,-2.29392429049897,1.93357227264511,-6.38174431987306,1.01566257963587,0.230926612230688,-0.508010683994564,0.674596263015163,-0.206356313916452,-4.10850786064043,0.9851079390403
"35",9.08911860429607,-8.30735437329549,-4.70980198696618,-2.5288304903362,0.81586207009198,3.52528382495011,-1.14181708574678,1.09030307043906,1.49991145447994,0.944823800416534,3.80151356729374,2.31658265380476,-1.49134361181805,3.7636055134523,-2.28379483201858,-2.42144357324577,-1.49174954358327,2.34890419200481,0.25333153361257,-0.856974650301966,-4.06391641282159,0.762046224230951
"36",7.93604052366276,-8.96482836837274,-4.57774455413025,2.50222840083076,4.53291711418043,3.78622478515199,4.06202572124728,-1.94637482009305,0.960023613921622,2.06888163291645,-3.10971143203768,3.36125964010774,-4.82977376323033,-3.84837833129614,-1.73061329674747,-0.159089441059176,-0.330940743320629,-0.522966863084081,0.0989863364518277,2.72711676571385,-4.82227912187794,0.21401917042382
"37",5.41391982413549,-9.62260445673527,-4.59839104740235,-0.155531948059115,3.49151557072277,7.42542795613014,4.11502172320835,2.37498619593983,0.696101836614532,-0.921606409479529,-1.18964219711795,0.841152442982385,-4.09062086114703,-2.64018805650735,-3.86141408863799,2.8080100663696,-2.83848420691097,0.787137082315933,-0.248892687462073,1.36365861933746,-1.88260095196763,-0.417625649270884
"38",5.79858438821354,-11.1245544439451,-3.51120555691502,-3.77276091126295,4.74593999581683,4.28727495381533,-0.266681320907296,0.801295346709115,-0.179811863666955,-0.239625371496619,-0.346915115774839,5.35249601190018,-1.59074808619558,0.340226468824959,-4.84972687944815,2.88164624720327,-0.195886608239629,-0.39496620898674,-1.4932364020505,2.0966075323101,-3.86255506821077,-0.630603963972587
"40",9.04364693153744,-10.7334521569034,-5.11410917458405,-3.668028025368,2.42314371516494,4.52829174313871,-3.60149518714628,0.786113061224711,-0.875309136442379,1.83739505500693,-1.15359946748073,3.1565980219069,-0.594098616339524,0.165563023789058,-4.44443200954679,1.87740244381823,-2.76040449923224,-0.40945619723563,0.792511802893046,-0.855141662881951,-2.46608203098512,0.35331049592555
"41",10.1206645105045,-9.19113446756486,-6.86774029977358,-5.84254030082041,2.33727483882835,7.53226256827978,-2.93091312392796,1.07016077745249,0.414537236738593,1.49740600654984,1.04835827201346,2.63807081737041,0.335726496916425,-0.703633610094979,-5.82634404379079,0.709209308330884,-1.23335658165608,-0.208296146236407,0.863757545488238,0.494866407915541,-3.30508626215385,0.0736300130855761
"42",6.70200608446039,-10.2789117129155,-4.38425044718536,-3.40958766108597,1.96891104439868,7.27446924912587,-0.697908813688828,3.50266372855504,1.90324010851965,1.27743396275795,2.05985033678997,1.53877609382563,0.065947160441426,0.976459071062607,-3.51471461006408,2.37850791149932,-0.532478796658565,-2.80443463464119,-2.89819473188585,-1.23636661091917,-2.250598671822,0.406106359006466
"44",11.9054577988547,-8.80530434336694,-5.98073512612705,-4.78731229548107,2.79409422478556,5.33105053346919,-5.01377385508336,0.74753112703867,0.65590684937456,0.0991358422943811,1.37013495044742,2.96028789816612,-0.821866348055161,-0.252470440961558,-7.82827582980442,4.35588519667872,-1.09832820091189,-1.04038683157324,0.992324296211413,-0.768160722399457,-5.99304795238033,0.868299812583118
"45",9.95753956650371,-9.34081094133474,-9.35899139784764,-3.84843955321585,4.53547155737578,7.07594465772546,0.584259710208496,2.73928008858881,-0.115334731604754,-0.321452714348985,0.495402586710622,3.43492177623601,-0.651566805419378,-1.99498820655405,-5.78913148557312,2.69422540067127,-3.73646337311153,2.140212503713,0.644743998882066,1.92941408824301,-4.96231641397943,0.363012236629594
"47",9.27742787319458,-6.47618391974343,-5.2798395723259,-5.0127749234651,4.38616790773896,4.45283633665744,-1.1346259659869,1.43501898469102,-4.42980276795479,3.05131622287034,1.51735333704861,3.15990196967588,-0.939920487870257,-2.89864953211897,-8.17776253754644,2.19350832714608,0.475783243337144,-0.650886533308273,2.34210786842549,3.66909708083585,-3.71815277548292,-1.27870835323584
"48",6.64626995455742,-11.6184013900884,-3.86192434937472,-4.81331315421076,-1.26632260910297,6.83104735772004,-2.26233792302134,2.18216610804362,-1.61741786994541,-1.01749744673015,2.3164734172415,3.33521218924792,-0.504697328539983,1.53867212049305,-4.8905989994812,-2.73355792379185,1.80390691988022,-1.62327950351073,-2.35761740562785,-0.336505786600632,-3.68287891455968,1.4611094702595
"49",-38.9591728387004,-15.3705459512113,10.0676446519473,0.508792550311269,-21.2877277105069,-3.84691695254357,-0.717040511655593,13.3972513549786,7.17140987341267,11.7237059924191,-7.99683692841303,6.83437988865759,-2.04615472857176,2.51018395132745,-3.29089404153395,-4.04338407564426,1.11876912769726,2.79162626093421,-1.32863863108215,-4.28792740732756,-2.16338160350407,-1.73757211205835
"52",-38.5003025957226,-18.3837755181931,8.77892683682122,0.246195975068675,-19.785516720752,-3.01440226293192,-1.24788699748696,13.8576149875697,7.4136346595582,11.6259807222811,-6.24649998249364,6.34561569582098,-3.10424629929047,3.60653211230706,-3.05353363369353,-4.03503395822769,1.88929426881147,4.7792106310106,0.239929594314635,-3.34981508434822,-1.50869640374943,-1.95858542552984
"53",-36.4575154678153,-16.3349350706267,4.74714202476418,1.78285115477662,-12.2753864971734,-3.02031482419416,-0.133199269118277,13.267481980456,9.7107072573509,12.3941371421203,-3.6991468350504,5.62808525685992,-5.82489597025122,5.71677285338674,-2.12293733287769,-6.0084343187446,6.10241791722322,0.233030906353539,2.5928044965685,1.99784669215836,6.26583791398033,-1.87812213105092
"54",-36.4826191008509,-19.4048625428727,2.4135779394193,1.98311018107826,-9.40260659633661,-3.87527424578352,-1.80380112106847,13.2309510093896,11.3775513175172,10.2514250454717,-1.25820758248983,3.84366151052718,-6.3137685002666,8.3367172150263,-2.9077866771072,-7.91680555956209,5.86294109996939,-0.114619670115777,3.8979217011139,2.12604766864213,6.61169119776196,-2.17679187019092
"55",-38.4855766210193,-14.4230493887366,10.8487736122482,0.4885617683391,-22.3397416212255,-3.09421191446875,0.223370456671429,12.3950238663891,7.2804051795694,12.0399236670482,-8.86418864492627,7.19269725401628,-2.53770411091823,1.77174525368463,-3.6383295770671,-2.98111367424027,1.29759853438207,2.48248063818359,-1.40433072425545,-4.92999355841992,-1.88465881839197,-1.46632968706341
"56",-38.11073232623,-18.3741836648917,9.29858760202618,0.220911029673483,-20.2986333918193,-2.71318689764814,-1.03979461539474,13.392420335091,6.68434523371578,11.2251960823812,-6.03324035589133,6.48858402257889,-2.81730711430174,3.2554973721674,-2.95561026492476,-3.88567400032401,1.65576996101383,4.93684472641448,0.247642793558759,-3.74310841033173,-1.93729097199196,-1.54386449259848
"57",-38.0088319330728,-17.7655280739361,8.51842946301741,0.527145574083818,-18.819902816525,-3.66893366599243,-1.45656361067369,13.6485381474302,7.20905386075042,11.0874571315285,-6.16232647443202,6.01857612270754,-2.26355369124323,3.63547148615023,-3.07733787139456,-3.97732483402969,1.39602654079065,3.89320614699861,0.541099960802606,-3.59658093798072,-1.4927369965212,-2.43753953706946
"58",-37.3045247303222,-16.2912149437375,4.94038691361659,0.34875489811002,-13.8295159673666,-4.58700693401754,-0.0625692508105744,13.4289832248232,10.1938845156837,13.8188196168573,-7.37640249117221,6.02344987485158,-4.64377371286673,6.02070416081705,-2.28179520338744,-5.30828849383578,5.60526557493997,0.397214664145989,-0.370829185609248,1.91561272554656,3.31360393514716,-0.984498199779618
"60",-37.8855643044537,-21.1045192237989,1.88907683351922,-0.110669048780028,-10.5798567404124,-5.21055401952002,-0.96394324122308,14.8038374836456,12.6678107257388,12.1233315442634,-4.57746037559238,5.60967090443138,-6.59408813951975,10.2310280456995,-2.48068098126528,-7.48870319577663,5.42528651999628,1.27046665543181,1.3937277529732,2.90976187484592,3.68413693949979,0.638433294263814
"61",-34.8004468800304,-25.2639517073526,8.39800192897916,-0.0542860675719802,-17.2650034030946,-4.93778847757673,0.908035431594989,11.0597400895659,8.83468802452671,10.3075842681527,1.00019050992874,4.9515827323688,-7.01818997102077,6.20880839499106,-2.53250678708255,-2.29611698683756,2.34822788200249,8.43535705470951,4.92264842046661,-3.03963287142273,-0.0204717449516919,-1.20892434064987
"62",-38.010285489996,-16.5008022030481,10.8801821619701,0.280489238484588,-22.3682503866884,-1.90375658631017,0.304289678670074,12.2795343332456,6.6287241024874,11.8315408027766,-7.77392659383387,7.05959520914644,-2.72622526637321,1.90310268801025,-3.42424753138476,-2.7160225194313,1.39539417158386,3.89647202209159,-0.812505667114272,-5.03980336595729,-2.03880976226905,-0.630571951855696
"63",-38.2139125097172,-15.536950833182,10.7618043137888,0.310357220632823,-22.2562309205946,-2.56404210238945,0.276834723789129,12.337689168091,7.03643859178781,12.0715275171647,-8.47064318023391,7.21090425591044,-2.67414003495476,1.87451781873684,-3.52597748469627,-2.75431333858686,1.39913541880413,3.26840690954893,-1.11255021847907,-5.08940646013829,-1.97564892299751,-1.0916091728131
"64",-39.2135825944974,-17.9861173469702,8.9697591174758,0.383644219013654,-20.2519375613749,-3.18904959656386,-1.36610869081371,14.3084609782597,7.69746863650686,11.8284301110841,-6.53290905735904,6.35325786370999,-2.94087136079898,3.5403840371638,-3.19174941000273,-4.34242507246214,1.82329909830222,4.47112550814473,0.0547135032487842,-3.28382639462657,-1.5426391939382,-2.18439879270143
"66",-10.0282657845092,17.1254190009269,11.5735312985353,1.70574315616446,2.27218479382727,0.823776586519126,-0.148020159940089,11.4848171228227,-0.0385915416219899,1.23667428464643,0.29203285767769,1.40366639090826,-12.2779753219907,1.80530221657877,8.05716998730939,4.89169992907713,1.71851659226627,1.65358101237759,3.7265548454212,0.291523171537077,-3.09798993696882,7.26131438507697
"67",-18.4422393646979,19.2309389104589,11.9656064772758,-2.53258412115566,-6.31367156830014,-2.01554591968562,1.63529630753059,9.02889083833294,0.264231925703726,1.57929826672937,-2.71204350706378,4.88411896006323,-8.23421510508251,5.07492591367859,2.94057632125804,8.69898847779763,-2.23870945253819,2.75427972161785,0.0450096905661891,3.17987374070798,0.640884684487896,3.85420786887266
"68",-17.4530927598499,17.5444546840744,13.4413747365504,-0.528110522897234,-0.606803731726703,-3.23592031205558,0.612422727232622,10.4985140424103,-1.94629715277902,0.452598586280181,-2.21943899124114,1.92202038295159,-5.14612639223531,2.84431743621667,6.36960764022886,9.62138755290908,1.55042207797502,-1.01474247913855,0.703647588754612,3.05716341818062,2.07405709232107,2.46059836776841
"70",-19.3043490489302,17.6657562719465,16.5556295850164,0.949791510261267,-3.47299545130199,-2.74953438296653,0.133112211958062,7.56362054782952,-2.2806579710462,-2.91593247566898,-4.08010110486497,2.3287895784159,-3.01750951974097,4.13452254356408,6.998665388107,6.71015774809918,-1.10921426088393,-0.17556255089801,2.42811835907938,3.97191934685013,1.13592098975951,2.91902933594077
"71",-15.1984048142005,19.815740369176,9.86282803726362,-0.644757703800513,-1.61425345976308,-0.728934558694599,1.14231473006956,10.5694170531363,-0.307414235496188,1.41209079122072,-1.80266998073361,3.75196942115563,-7.82910360950458,2.00735830567986,8.91149019699729,12.1671015866233,0.634210485171604,-2.18076278332842,1.85620031815785,2.89445053738612,1.79242969899426,7.17506424360534
"72",-15.0031527288395,19.3726682655678,11.6974453119503,-4.6653484282467,-10.3254783743601,-4.91542728673589,-1.27402385140523,6.57990665734379,-1.18226978420162,2.41043394447836,-3.87466980872425,2.00031134219855,-3.06250588532929,4.65415463593931,3.38089875979216,10.2913664246211,-2.04752554895492,3.1437638129046,0.848309300004518,2.31673195677742,-0.838863587449308,5.25385900146115
"73",-16.7586669010432,19.2614457829473,10.8276003529671,-3.40370296047643,-3.12492124753171,-2.39142128424807,1.07237342258662,11.4350228008382,-1.51347329223934,0.639328587644236,-1.1550879925588,3.12838312641102,-7.44968793851693,4.28834170640411,8.24440102713383,11.4435748583492,-1.2896787245343,-0.57803203906423,1.47267339452335,3.79994638558316,1.77453640195972,5.99022134147335
"74",-13.9072049419101,19.7935356682095,11.199691555124,0.827361610355201,-4.8163506033974,-3.66731238915546,1.33393520348541,10.4068514175143,-0.219820839428647,-2.79527515196488,-1.72728318838093,4.95744679979451,-6.03445231949002,3.32623970834138,7.11253262348617,10.2633707267503,-1.47893044586796,1.46131417858128,-1.60035307391838,7.9386056994851,1.50230322740682,5.1423614176666
"75",-19.4503659837758,14.545107628274,15.0845182602663,0.303718214953625,-11.9059234728938,1.5218438876533,1.0702232374584,8.29976453614846,-0.383789268722871,-5.35131706932094,-6.62134957824538,4.41542576008569,-6.62995446210143,5.69241926988652,5.60728945558314,6.86475216902995,-2.41665670825423,0.48587087578337,5.83616938812007,5.23738883345469,0.434524328872494,1.60037241199964
"76",-20.7833949001768,15.3277957368287,14.0682464035954,0.266476900174338,-12.8830806236282,-0.376622195964854,1.1255672543947,6.98437765348711,-2.0735096988113,-5.72623337877172,-6.40791633247982,5.96185659225718,-7.89790114545574,5.85064240173604,5.48675169696139,7.31787044143303,-4.10887195507559,0.277587848080684,7.19264676897037,3.94878276711708,2.1161730854665,1.55021026718248
"77",-16.9251086765259,18.2178610054171,12.1242100669194,1.71511961012507,-2.55597331819125,-2.37151635783195,0.663397063489753,9.30175299492825,-0.853028876926438,-0.903330267980005,-2.74126087428099,2.82651654902609,-4.49225796516286,1.08833822681622,7.61027710351093,9.5618776363614,1.27944292077931,-0.552557089199484,0.313137210679414,3.40986994299965,1.48089467213041,4.6906680767264
"78",-12.2463432897471,15.7736744656453,15.910213757368,4.74270760604573,2.44717162519822,0.344083347504227,0.553451321910439,9.89915906277305,-1.64028380464854,-1.72563768081288,0.615352219588835,1.35494876574836,-5.09109174384771,-2.10784729096417,6.55775009997877,7.1418805719132,2.62387476209238,-0.557665858962957,0.923863588606235,-1.46372164847063,2.44059490869526,5.52887281900214
"80",-15.8609495073003,17.5953139547803,12.0545836657044,-2.67331803879736,-8.64815183887996,-4.32679307968506,-3.79539838427408,6.69586059464521,-0.783632402043514,0.575940986254114,-6.2542199983174,2.4827103558697,-1.81344333037913,3.98388552298488,0.489352793103991,9.79559480112407,-1.36801413750528,0.290610064660432,0.933054440158398,2.6537667555665,3.38958291431806,4.85941672345222
"81",-22.7642999873626,15.9368160269976,22.3050261907973,8.6463241239368,4.49075384785873,0.747649951064884,-7.74824024057173,10.1296070134884,-8.33514919630738,-6.77933039299487,8.81298997845599,0.128615675173944,2.79631558782477,6.61936571991606,4.39086971983014,-2.51604442326027,-2.92979283462557,-0.308590773265324,-2.34233973953301,-7.09499939140721,-1.20525806723958,2.17452521371292
"82",-22.9073643876256,16.494720339248,21.9606615593131,8.99426751537566,3.91741666064262,1.82085380233214,-6.80759676122898,9.89132330628322,-7.73248222628082,-6.8090999394998,9.55181214037498,0.205752713750975,2.7606116717654,6.37991488916429,4.65150285154387,-1.83154617427172,-3.34840225453566,-0.107761014434805,-2.99275023544676,-7.27509927362529,0.0010613597908017,1.69184493957361
"83",-22.3286288718752,15.7075664877784,22.1148768757472,8.70531824097584,4.65286129875031,1.30476774405099,-7.92580848234145,11.0488345616548,-8.81715489060668,-6.6468079965639,9.75473924029436,-0.588063384468642,0.612882125218522,6.92936924253508,5.42858124424177,-3.77055563929104,-2.33270669933957,-0.393879923960816,-2.4382338257987,-6.76671427590666,-3.47810495587498,2.87440619373125
"84",-18.6220216825664,15.7645715611547,18.7601586181833,6.85909208310995,0.343443867931179,2.17118598544267,-5.0586526746255,6.58359280010546,-4.38977642105113,-7.60126337443709,9.20090339081863,-1.25313880875313,3.92862873850748,1.89758971758695,2.20006815827123,-3.39003861390036,-2.92882698497248,0.376180022304041,-2.61261929121164,-7.86566203152778,3.12432928329194,-1.81964701981306
"85",-23.1201467812727,12.9099113237768,22.027354671016,9.16395162687779,5.24400662151381,1.80966406424904,-6.11781324440883,6.20771000338458,-8.48926888244809,-6.13980868950772,6.28381550628561,0.597453150007382,2.60462580796887,4.0592451021978,3.38841390757285,0.737372574028919,-1.69925383321479,-3.19271138405418,-0.71318353013652,-5.89621312011048,1.06695181184005,0.029007489026789
"87",-24.3166242647213,12.8190930382108,21.6371445651738,8.55388835244764,5.17380022652189,1.49201534367147,-5.17680587099742,5.67330633786753,-8.29038027104264,-5.98220869887582,5.66835867538679,1.06655401585814,2.43642943085777,3.71118482118094,3.90918978468895,1.7674871482729,-2.19081963978993,-3.50827501735348,-0.908486732602896,-4.93279309406094,1.44706653851394,-0.152892260084668
"88",-14.137418613313,13.283929960451,20.0863561362717,11.0242573953047,4.4693081319327,4.34780804993106,-5.02212876994495,6.88085783889271,-6.98138854347284,-5.62971354590975,9.17078336687275,-1.58604575583989,0.89011490818157,2.23644838847211,2.15693663217577,-2.64236523601436,-0.193138326429538,0.627980214402571,-4.31074037568502,-8.73989359923486,1.46630248416939,0.41158102680815
